event_id,entity_id,entity_type,timestamp,source_ip,geo_location,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,protocol,label,is_anomaly,anomaly_type,attack_notes
evt_002452,user_041,user,2026-06-19 15:05:48,10.73.40.113,"Hyderabad, IN",17.385,78.4867,project_share,password,success,45,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,272857,HTTPS,normal,0,none,Expected behavioural baseline
evt_002453,user_043,user,2026-06-19 15:07:00,10.40.69.73,"Mumbai, IN",19.076,72.8777,email,token,success,37,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,496618,HTTPS,normal,0,none,Expected behavioural baseline
evt_002454,user_026,user,2026-06-19 15:27:46,10.61.71.172,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,121,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,159634,HTTPS,normal,0,none,Expected behavioural baseline
evt_002455,svc_048,service_account,2026-06-19 15:33:19,10.142.37.111,"New York, US",40.7128,-74.006,telemetry_queue,certificate,success,30,token_auth > api_read > api_write > logout,Linux-Server|service-agent,419139,HTTPS,normal,0,none,Expected behavioural baseline
evt_002456,device_062,edge_device,2026-06-19 15:39:28,10.156.167.83,"Singapore, SG",1.3521,103.8198,device_health,certificate,success,85,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,89530,HTTPS,normal,0,none,Expected behavioural baseline
evt_002457,svc_055,service_account,2026-06-19 15:40:04,10.165.130.103,"London, UK",51.5072,-0.1276,api_gateway,certificate,success,157,token_auth > api_read > api_write > logout,Linux-Server|service-agent,259170,HTTPS,normal,0,none,Expected behavioural baseline
evt_002458,user_032,user,2026-06-19 15:40:18,10.55.221.103,"Tokyo, JP",35.6762,139.65,employee_portal,token,success,69,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,437258,HTTPS,normal,0,none,Expected behavioural baseline
evt_002459,user_026,user,2026-06-19 15:40:35,10.61.71.172,"Mumbai, IN",19.076,72.8777,project_share,token,success,142,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,389327,HTTPS,normal,0,none,Expected behavioural baseline
evt_002460,user_017,user,2026-06-19 15:40:42,10.88.28.76,"London, UK",51.5072,-0.1276,crm,password,success,94,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,161867,HTTPS,normal,0,none,Expected behavioural baseline
evt_002461,user_005,user,2026-06-19 15:40:43,10.217.88.155,"Mumbai, IN",19.076,72.8777,employee_portal,token,success,17,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,185572,HTTPS,normal,0,none,Expected behavioural baseline
evt_002462,user_043,user,2026-06-19 15:49:27,10.40.69.73,"Mumbai, IN",19.076,72.8777,email,password,success,106,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,29340,HTTPS,normal,0,none,Expected behavioural baseline
evt_002463,user_018,user,2026-06-19 15:54:14,10.196.45.130,"London, UK",51.5072,-0.1276,analytics_dashboard,token,success,54,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,449421,HTTPS,normal,0,none,Expected behavioural baseline
evt_002464,device_058,edge_device,2026-06-19 15:57:35,10.1.133.237,"Bengaluru, IN",12.9716,77.5946,sensor_stream,certificate,success,96,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,120318,HTTPS,normal,0,none,Expected behavioural baseline
evt_002465,user_045,user,2026-06-19 16:09:45,10.109.212.71,"Mumbai, IN",19.076,72.8777,email,password,success,50,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,389959,HTTPS,normal,0,none,Expected behavioural baseline
evt_002466,user_032,user,2026-06-19 16:12:55,10.55.221.103,"Tokyo, JP",35.6762,139.65,analytics_dashboard,token,success,123,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,292417,HTTPS,normal,0,none,Expected behavioural baseline
evt_002467,user_026,user,2026-06-19 16:18:58,10.61.71.172,"Mumbai, IN",19.076,72.8777,email,token,success,67,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,423909,HTTPS,normal,0,none,Expected behavioural baseline
evt_002468,device_058,edge_device,2026-06-19 16:41:15,10.1.133.237,"Bengaluru, IN",12.9716,77.5946,sensor_stream,certificate,success,163,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,123328,HTTPS,normal,0,none,Expected behavioural baseline
evt_002469,user_031,user,2026-06-19 16:47:57,10.139.214.4,"Bengaluru, IN",12.9716,77.5946,crm,password,success,169,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,169444,HTTPS,normal,0,none,Expected behavioural baseline
evt_002470,user_014,user,2026-06-19 16:50:13,10.103.92.57,"Singapore, SG",1.3521,103.8198,analytics_dashboard,password,failure,0,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,180900,HTTPS,normal,0,none,Expected behavioural baseline
evt_002471,user_042,user,2026-06-19 16:56:56,10.210.141.77,"Bengaluru, IN",12.9716,77.5946,project_share,password,success,83,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,169889,HTTPS,normal,0,none,Expected behavioural baseline
evt_002472,device_061,edge_device,2026-06-19 17:01:17,10.146.77.104,"Delhi, IN",28.6139,77.209,firmware_status,certificate,success,96,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,101810,HTTPS,normal,0,none,Expected behavioural baseline
evt_002473,user_014,user,2026-06-19 17:01:29,10.103.92.57,"Singapore, SG",1.3521,103.8198,crm,password,success,108,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,101964,HTTPS,normal,0,none,Expected behavioural baseline
evt_002474,user_016,user,2026-06-19 17:07:00,10.65.248.142,"Tokyo, JP",35.6762,139.65,email,token,success,121,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,438721,HTTPS,normal,0,none,Expected behavioural baseline
evt_002475,user_044,user,2026-06-19 17:07:17,10.163.218.68,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,token,success,36,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,494226,HTTPS,normal,0,none,Expected behavioural baseline
evt_002476,user_039,user,2026-06-19 17:15:08,10.166.76.118,"Delhi, IN",28.6139,77.209,project_share,password,success,88,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,460336,HTTPS,normal,0,none,Expected behavioural baseline
evt_002477,user_016,user,2026-06-19 17:15:49,10.65.248.142,"Tokyo, JP",35.6762,139.65,employee_portal,password,success,89,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,18611,HTTPS,normal,0,none,Expected behavioural baseline
evt_002478,user_044,user,2026-06-19 17:16:19,10.163.218.68,"Hyderabad, IN",17.385,78.4867,crm,password,success,117,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,231222,HTTPS,normal,0,none,Expected behavioural baseline
evt_002479,device_065,edge_device,2026-06-19 17:21:09,10.148.49.184,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,96,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,338540,HTTPS,normal,0,none,Expected behavioural baseline
evt_002480,device_057,edge_device,2026-06-19 17:24:03,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,128,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,56842,HTTPS,normal,0,none,Expected behavioural baseline
evt_002481,svc_046,service_account,2026-06-19 17:25:14,10.68.41.190,"Delhi, IN",28.6139,77.209,backup_service,token,success,123,token_auth > api_read > api_write > logout,Linux-Server|service-agent,355421,HTTPS,normal,0,none,Expected behavioural baseline
evt_002482,svc_050,service_account,2026-06-19 17:25:25,10.227.223.105,"New York, US",40.7128,-74.006,telemetry_queue,token,success,93,token_auth > api_read > api_write > logout,Linux-Server|service-agent,448936,HTTPS,normal,0,none,Expected behavioural baseline
evt_002483,user_031,user,2026-06-19 17:33:10,10.139.214.4,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,54,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,321409,HTTPS,normal,0,none,Expected behavioural baseline
evt_002484,svc_051,service_account,2026-06-19 17:38:02,10.7.45.189,"Delhi, IN",28.6139,77.209,database_read,token,success,24,token_auth > api_read > api_write > logout,Linux-Server|service-agent,479018,HTTPS,normal,0,none,Expected behavioural baseline
evt_002485,user_042,user,2026-06-19 17:44:38,10.210.141.77,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,password,success,10,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,499544,HTTPS,normal,0,none,Expected behavioural baseline
evt_002486,svc_050,service_account,2026-06-19 17:50:18,10.227.223.105,"New York, US",40.7128,-74.006,api_gateway,token,success,21,token_auth > api_read > api_write > logout,Linux-Server|service-agent,281947,HTTPS,normal,0,none,Expected behavioural baseline
evt_002487,svc_048,service_account,2026-06-19 17:50:27,10.142.37.111,"New York, US",40.7128,-74.006,telemetry_queue,certificate,success,18,token_auth > api_read > api_write > logout,Linux-Server|service-agent,324601,HTTPS,normal,0,none,Expected behavioural baseline
evt_002488,user_039,user,2026-06-19 18:04:59,10.166.76.118,"Delhi, IN",28.6139,77.209,crm,token,success,158,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,258885,HTTPS,normal,0,none,Expected behavioural baseline
evt_002489,user_018,user,2026-06-19 18:14:44,10.196.45.130,"London, UK",51.5072,-0.1276,email,password,success,68,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,108220,HTTPS,normal,0,none,Expected behavioural baseline
evt_002490,device_065,edge_device,2026-06-19 18:22:56,10.148.49.184,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,126,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,117749,HTTPS,normal,0,none,Expected behavioural baseline
evt_002491,device_059,edge_device,2026-06-19 18:26:20,10.81.169.218,"New York, US",40.7128,-74.006,sensor_stream,certificate,success,33,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,79970,HTTPS,normal,0,none,Expected behavioural baseline
evt_002492,user_039,user,2026-06-19 18:27:23,10.166.76.118,"Delhi, IN",28.6139,77.209,email,token,success,50,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,268208,HTTPS,normal,0,none,Expected behavioural baseline
evt_002493,user_009,user,2026-06-19 18:29:32,10.69.179.240,"Hyderabad, IN",17.385,78.4867,project_share,password,success,106,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,195770,HTTPS,normal,0,none,Expected behavioural baseline
evt_002494,user_043,user,2026-06-19 18:44:49,10.40.69.73,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,61,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,166331,HTTPS,normal,0,none,Expected behavioural baseline
evt_002495,user_012,user,2026-06-19 18:46:43,10.225.183.81,"Hyderabad, IN",17.385,78.4867,project_share,password,success,58,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,307722,HTTPS,normal,0,none,Expected behavioural baseline
evt_002496,svc_048,service_account,2026-06-19 18:50:01,10.142.37.111,"New York, US",40.7128,-74.006,api_gateway,token,success,33,token_auth > api_read > api_write > logout,Linux-Server|service-agent,30283,HTTPS,normal,0,none,Expected behavioural baseline
evt_002497,device_065,edge_device,2026-06-19 18:57:03,10.148.49.184,"Singapore, SG",1.3521,103.8198,sensor_stream,certificate,success,66,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,161478,HTTPS,normal,0,none,Expected behavioural baseline
evt_002498,device_056,edge_device,2026-06-19 19:03:35,10.247.67.10,"Delhi, IN",28.6139,77.209,sensor_stream,certificate,success,99,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,272349,HTTPS,normal,0,none,Expected behavioural baseline
evt_002499,device_059,edge_device,2026-06-19 19:27:10,10.81.169.218,"New York, US",40.7128,-74.006,firmware_status,certificate,success,152,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,155983,HTTPS,normal,0,none,Expected behavioural baseline
evt_002500,device_061,edge_device,2026-06-19 19:29:38,10.146.77.104,"Delhi, IN",28.6139,77.209,firmware_status,certificate,success,91,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,429095,HTTPS,normal,0,none,Expected behavioural baseline
evt_002501,user_045,user,2026-06-19 19:59:42,10.109.212.71,"Mumbai, IN",19.076,72.8777,analytics_dashboard,token,success,156,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,115897,HTTPS,normal,0,none,Expected behavioural baseline
evt_002502,user_039,user,2026-06-19 20:32:26,10.166.76.118,"Delhi, IN",28.6139,77.209,email,token,success,76,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,161578,HTTPS,normal,0,none,Expected behavioural baseline
evt_002503,user_010,user,2026-06-20 01:25:00,10.119.97.70,"Hyderabad, IN",17.385,78.4867,source_code_archive,password,success,53,login > query_sensitive_data > compress_archive > upload_external,macOS-15|Chrome|managed,3441959,HTTPS,anomaly,1,low_and_slow_exfiltration,Repeated off-hours sensitive-data transfer building over days
evt_002504,user_009,user,2026-06-20 03:51:00,10.69.179.240,"Hyderabad, IN",17.385,78.4867,customer_export,token,success,145,login > query_sensitive_data > compress_archive > upload_external,Windows-11|Edge|managed,4011887,HTTPS,anomaly,1,low_and_slow_exfiltration,Repeated off-hours sensitive-data transfer building over days
evt_002505,user_035,user,2026-06-20 05:04:49,10.150.122.129,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,password,success,116,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,217821,HTTPS,normal,0,none,Expected behavioural baseline
evt_002506,user_020,user,2026-06-20 06:16:15,10.29.237.93,"Tokyo, JP",35.6762,139.65,crm,password,success,8,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,66200,HTTPS,normal,0,none,Expected behavioural baseline
evt_002507,user_029,user,2026-06-20 07:37:24,10.64.49.49,"New York, US",40.7128,-74.006,employee_portal,password,success,19,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,340349,HTTPS,normal,0,none,Expected behavioural baseline
evt_002508,user_029,user,2026-06-20 07:37:27,10.64.49.49,"New York, US",40.7128,-74.006,employee_portal,token,success,169,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,107130,HTTPS,normal,0,none,Expected behavioural baseline
evt_002509,svc_054,service_account,2026-06-20 07:38:00,10.169.49.103,"Hyderabad, IN",17.385,78.4867,api_gateway,certificate,success,89,token_auth > api_read > api_write > logout,Linux-Server|service-agent,434852,HTTPS,normal,0,none,Expected behavioural baseline
evt_002510,svc_049,service_account,2026-06-20 07:52:53,10.231.91.54,"New York, US",40.7128,-74.006,backup_service,certificate,success,180,token_auth > api_read > api_write > logout,Linux-Server|service-agent,119880,HTTPS,normal,0,none,Expected behavioural baseline
evt_002511,user_034,user,2026-06-20 08:01:26,10.49.75.56,"Tokyo, JP",35.6762,139.65,project_share,password,success,42,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,410231,HTTPS,normal,0,none,Expected behavioural baseline
evt_002512,user_019,user,2026-06-20 08:06:11,10.96.195.42,"Hyderabad, IN",17.385,78.4867,crm,password,success,141,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,393731,HTTPS,normal,0,none,Expected behavioural baseline
evt_002513,user_002,user,2026-06-20 08:12:39,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,employee_portal,password,success,165,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,55941,HTTPS,normal,0,none,Expected behavioural baseline
evt_002514,user_007,user,2026-06-20 08:14:40,10.170.58.198,"Mumbai, IN",19.076,72.8777,project_share,password,success,132,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,78737,HTTPS,normal,0,none,Expected behavioural baseline
evt_002515,svc_047,service_account,2026-06-20 08:20:59,10.20.241.227,"Bengaluru, IN",12.9716,77.5946,telemetry_queue,token,success,52,token_auth > api_read > api_write > logout,Linux-Server|service-agent,497275,HTTPS,normal,0,none,Expected behavioural baseline
evt_002516,svc_047,service_account,2026-06-20 08:54:36,10.20.241.227,"Bengaluru, IN",12.9716,77.5946,telemetry_queue,certificate,success,75,token_auth > api_read > api_write > logout,Linux-Server|service-agent,44462,HTTPS,normal,0,none,Expected behavioural baseline
evt_002517,device_063,edge_device,2026-06-20 09:06:29,10.169.21.73,"Tokyo, JP",35.6762,139.65,firmware_status,certificate,failure,0,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,177292,HTTPS,normal,0,none,Expected behavioural baseline
evt_002518,user_024,user,2026-06-20 09:18:46,10.58.16.87,"Mumbai, IN",19.076,72.8777,crm,password,success,52,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,268842,HTTPS,normal,0,none,Expected behavioural baseline
evt_002519,user_002,user,2026-06-20 09:28:42,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,160,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,236758,HTTPS,normal,0,none,Expected behavioural baseline
evt_002520,svc_049,service_account,2026-06-20 09:29:05,10.231.91.54,"New York, US",40.7128,-74.006,database_read,token,success,172,token_auth > api_read > api_write > logout,Linux-Server|service-agent,241700,HTTPS,normal,0,none,Expected behavioural baseline
evt_002521,user_025,user,2026-06-20 09:34:21,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,employee_portal,password,success,79,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,488536,HTTPS,normal,0,none,Expected behavioural baseline
evt_002522,user_015,user,2026-06-20 09:54:34,10.161.40.203,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,111,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,246430,HTTPS,normal,0,none,Expected behavioural baseline
evt_002523,svc_054,service_account,2026-06-20 09:57:30,10.169.49.103,"Hyderabad, IN",17.385,78.4867,api_gateway,token,success,126,token_auth > api_read > api_write > logout,Linux-Server|service-agent,255298,HTTPS,normal,0,none,Expected behavioural baseline
evt_002524,user_013,user,2026-06-20 09:59:27,10.68.35.64,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,121,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,272080,HTTPS,normal,0,none,Expected behavioural baseline
evt_002525,user_013,user,2026-06-20 10:00:00,10.68.35.64,"Tokyo, JP",35.6762,139.65,domain_controller,password,success,16,login > approved_new_access > read_resource > logout,macOS-15|Chrome|managed,399608,HTTPS,normal,0,insider_drift,Benign edge case: gradual approved resource expansion
evt_002526,user_043,user,2026-06-20 10:00:00,198.51.100.8,"Mumbai, IN",19.076,72.8777,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002527,user_034,user,2026-06-20 10:00:20,198.51.100.8,"Tokyo, JP",35.6762,139.65,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002528,user_016,user,2026-06-20 10:00:40,198.51.100.8,"Tokyo, JP",35.6762,139.65,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002529,user_013,user,2026-06-20 10:01:00,198.51.100.8,"Tokyo, JP",35.6762,139.65,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002530,user_045,user,2026-06-20 10:01:20,198.51.100.8,"Mumbai, IN",19.076,72.8777,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002531,user_021,user,2026-06-20 10:01:40,198.51.100.8,"Mumbai, IN",19.076,72.8777,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002532,user_018,user,2026-06-20 10:02:00,198.51.100.8,"London, UK",51.5072,-0.1276,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002533,user_004,user,2026-06-20 10:02:20,198.51.100.8,"New York, US",40.7128,-74.006,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002534,user_007,user,2026-06-20 10:02:40,198.51.100.8,"Mumbai, IN",19.076,72.8777,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002535,user_008,user,2026-06-20 10:03:00,198.51.100.8,"Singapore, SG",1.3521,103.8198,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002536,user_012,user,2026-06-20 10:03:20,198.51.100.8,"Hyderabad, IN",17.385,78.4867,vpn_gateway,password,failure,0,login_failed,Windows-11|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002537,user_029,user,2026-06-20 10:03:40,198.51.100.8,"New York, US",40.7128,-74.006,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002538,user_011,user,2026-06-20 10:04:00,198.51.100.8,"Bengaluru, IN",12.9716,77.5946,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002539,user_014,user,2026-06-20 10:04:20,198.51.100.8,"Singapore, SG",1.3521,103.8198,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002540,user_030,user,2026-06-20 10:04:40,198.51.100.8,"Delhi, IN",28.6139,77.209,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002541,user_042,user,2026-06-20 10:05:00,198.51.100.8,"Bengaluru, IN",12.9716,77.5946,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002542,user_001,user,2026-06-20 10:05:20,198.51.100.8,"Hyderabad, IN",17.385,78.4867,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002543,user_037,user,2026-06-20 10:05:40,198.51.100.8,"Hyderabad, IN",17.385,78.4867,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002544,user_044,user,2026-06-20 10:06:00,198.51.100.8,"Hyderabad, IN",17.385,78.4867,vpn_gateway,password,failure,0,login_failed,Windows-11|Edge|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002545,user_017,user,2026-06-20 10:06:20,198.51.100.8,"London, UK",51.5072,-0.1276,vpn_gateway,password,failure,0,login_failed,macOS-15|Chrome|managed,0,HTTPS,anomaly,1,credential_stuffing,One source IP attempted many entity accounts
evt_002546,user_025,user,2026-06-20 10:15:13,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,11,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,441588,HTTPS,normal,0,none,Expected behavioural baseline
evt_002547,svc_049,service_account,2026-06-20 10:19:06,10.231.91.54,"New York, US",40.7128,-74.006,backup_service,token,success,41,token_auth > api_read > api_write > logout,Linux-Server|service-agent,398558,HTTPS,normal,0,none,Expected behavioural baseline
evt_002548,user_030,user,2026-06-20 10:19:52,10.119.63.224,"Delhi, IN",28.6139,77.209,analytics_dashboard,token,success,44,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,41911,HTTPS,normal,0,none,Expected behavioural baseline
evt_002549,user_040,user,2026-06-20 10:25:50,10.138.54.130,"Mumbai, IN",19.076,72.8777,project_share,token,success,168,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,122273,HTTPS,normal,0,none,Expected behavioural baseline
evt_002550,svc_052,service_account,2026-06-20 10:27:19,10.202.179.28,"London, UK",51.5072,-0.1276,telemetry_queue,token,success,30,token_auth > api_read > api_write > logout,Linux-Server|service-agent,208994,HTTPS,normal,0,none,Expected behavioural baseline
evt_002551,user_023,user,2026-06-20 10:30:07,10.103.171.167,"Hyderabad, IN",17.385,78.4867,project_share,token,success,14,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,290779,HTTPS,normal,0,none,Expected behavioural baseline
evt_002552,user_028,user,2026-06-20 10:32:05,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,10,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,175404,HTTPS,normal,0,none,Expected behavioural baseline
evt_002553,user_005,user,2026-06-20 10:38:02,10.217.88.155,"Mumbai, IN",19.076,72.8777,crm,password,success,155,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,384744,HTTPS,normal,0,none,Expected behavioural baseline
evt_002554,user_034,user,2026-06-20 10:38:36,10.49.75.56,"Tokyo, JP",35.6762,139.65,crm,token,success,65,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,84536,HTTPS,normal,0,none,Expected behavioural baseline
evt_002555,user_010,user,2026-06-20 10:41:25,10.119.97.70,"Hyderabad, IN",17.385,78.4867,email,token,success,97,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,397112,HTTPS,normal,0,none,Expected behavioural baseline
evt_002556,user_001,user,2026-06-20 10:47:06,10.36.188.27,"Hyderabad, IN",17.385,78.4867,employee_portal,password,success,72,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,351254,HTTPS,normal,0,none,Expected behavioural baseline
evt_002557,user_033,user,2026-06-20 10:48:10,10.238.200.201,"Singapore, SG",1.3521,103.8198,email,token,failure,0,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,299036,HTTPS,normal,0,none,Expected behavioural baseline
evt_002558,user_038,user,2026-06-20 10:55:52,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,34,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,449636,HTTPS,normal,0,none,Expected behavioural baseline
evt_002559,user_024,user,2026-06-20 10:58:44,10.58.16.87,"Mumbai, IN",19.076,72.8777,crm,password,success,85,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,362272,HTTPS,normal,0,none,Expected behavioural baseline
evt_002560,user_023,user,2026-06-20 10:59:26,10.103.171.167,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,token,success,164,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,491134,HTTPS,normal,0,none,Expected behavioural baseline
evt_002561,user_015,user,2026-06-20 11:13:37,10.161.40.203,"Mumbai, IN",19.076,72.8777,email,password,success,176,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,189304,HTTPS,normal,0,none,Expected behavioural baseline
evt_002562,user_036,user,2026-06-20 11:17:50,10.18.152.18,"Mumbai, IN",19.076,72.8777,analytics_dashboard,token,success,28,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,190199,HTTPS,normal,0,none,Expected behavioural baseline
evt_002563,user_001,user,2026-06-20 11:18:28,10.36.188.27,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,82,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,371861,HTTPS,normal,0,none,Expected behavioural baseline
